Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","New Food Balances","351","China","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1452625.24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","New Food Balances","96","China, Hong Kong SAR","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","7306.32","S","Standardized data"
"FBS","New Food Balances","128","China, Macao SAR","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","622.59","S","Standardized data"
"FBS","New Food Balances","41","China, mainland","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1421021.79","S","Standardized data"
"FBS","New Food Balances","214","China, Taiwan Province of","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","23674.55","S","Standardized data"
"FBS","New Food Balances","44","Colombia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","48909.84","S","Standardized data"
"FBS","New Food Balances","46","Congo","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","5110.69","S","Standardized data"
"FBS","New Food Balances","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4949.95","S","Standardized data"
"FBS","New Food Balances","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","24437.47","S","Standardized data"
"FBS","New Food Balances","98","Croatia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4182.86","S","Standardized data"
"FBS","New Food Balances","49","Cuba","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","11339.25","S","Standardized data"
"FBS","New Food Balances","50","Cyprus","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1179.68","S","Standardized data"
"FBS","New Food Balances","167","Czechia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","10641.03","S","Standardized data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","25429.83","S","Standardized data"
"FBS","New Food Balances","54","Denmark","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","5732.27","S","Standardized data"
"FBS","New Food Balances","72","Djibouti","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","944.1","S","Standardized data"
"FBS","New Food Balances","55","Dominica","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","71.46","S","Standardized data"
"FBS","New Food Balances","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","10513.1","S","Standardized data"
"FBS","New Food Balances","58","Ecuador","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","16785.36","S","Standardized data"
"FBS","New Food Balances","59","Egypt","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","96442.59","S","Standardized data"
"FBS","New Food Balances","60","El Salvador","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","6388.13","S","Standardized data"
"FBS","New Food Balances","63","Estonia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1319.39","S","Standardized data"
"FBS","New Food Balances","209","Eswatini","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1124.81","S","Standardized data"
"FBS","New Food Balances","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","106399.92","S","Standardized data"
"FBS","New Food Balances","66","Fiji","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","877.46","S","Standardized data"
"FBS","New Food Balances","67","Finland","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","5511.37","S","Standardized data"
"FBS","New Food Balances","68","France","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","64842.51","S","Standardized data"
"FBS","New Food Balances","70","French Polynesia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","276.1","S","Standardized data"
"FBS","New Food Balances","74","Gabon","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","2064.82","S","Standardized data"
"FBS","New Food Balances","75","Gambia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","2213.89","S","Standardized data"
"FBS","New Food Balances","73","Georgia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4008.72","S","Standardized data"
"FBS","New Food Balances","79","Germany","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","82658.41","S","Standardized data"
"FBS","New Food Balances","81","Ghana","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","29121.47","S","Standardized data"
"FBS","New Food Balances","84","Greece","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","10569.45","S","Standardized data"
"FBS","New Food Balances","86","Grenada","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","110.87","S","Standardized data"
"FBS","New Food Balances","89","Guatemala","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","16914.97","S","Standardized data"
"FBS","New Food Balances","90","Guinea","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","12067.52","S","Standardized data"
"FBS","New Food Balances","175","Guinea-Bissau","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1828.14","S","Standardized data"
"FBS","New Food Balances","91","Guyana","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","775.22","S","Standardized data"
"FBS","New Food Balances","93","Haiti","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","10982.37","S","Standardized data"
"FBS","New Food Balances","95","Honduras","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","9429.01","S","Standardized data"
"FBS","New Food Balances","97","Hungary","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","9729.82","S","Standardized data"
"FBS","New Food Balances","99","Iceland","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","334.39","S","Standardized data"
"FBS","New Food Balances","100","India","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1338676.78","S","Standardized data"
"FBS","New Food Balances","101","Indonesia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","264650.96","S","Standardized data"
"FBS","New Food Balances","102","Iran (Islamic Republic of)","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","80673.88","S","Standardized data"
"FBS","New Food Balances","103","Iraq","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","37552.78","S","Standardized data"
"FBS","New Food Balances","104","Ireland","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4753.28","S","Standardized data"
"FBS","New Food Balances","105","Israel","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","8243.85","S","Standardized data"
"FBS","New Food Balances","106","Italy","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","60673.7","S","Standardized data"
"FBS","New Food Balances","109","Jamaica","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","2920.85","S","Standardized data"
"FBS","New Food Balances","110","Japan","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","127502.73","S","Standardized data"
"FBS","New Food Balances","112","Jordan","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","9785.84","S","Standardized data"
"FBS","New Food Balances","108","Kazakhstan","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","18080.02","S","Standardized data"
"FBS","New Food Balances","114","Kenya","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","50221.14","S","Standardized data"
"FBS","New Food Balances","83","Kiribati","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","114.16","S","Standardized data"
"FBS","New Food Balances","118","Kuwait","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4056.1","S","Standardized data"
"FBS","New Food Balances","113","Kyrgyzstan","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","6189.73","S","Standardized data"
"FBS","New Food Balances","119","Latvia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1951.1","S","Standardized data"
"FBS","New Food Balances","121","Lebanon","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","6819.37","S","Standardized data"
"FBS","New Food Balances","122","Lesotho","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","2091.53","S","Standardized data"
"FBS","New Food Balances","123","Liberia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4702.23","S","Standardized data"
"FBS","New Food Balances","126","Lithuania","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","2845.41","S","Standardized data"
"FBS","New Food Balances","256","Luxembourg","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","591.91","S","Standardized data"
"FBS","New Food Balances","129","Madagascar","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","25570.51","S","Standardized data"
"FBS","New Food Balances","130","Malawi","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","17670.2","S","Standardized data"
"FBS","New Food Balances","131","Malaysia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","31104.65","S","Standardized data"
"FBS","New Food Balances","132","Maldives","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","496.4","S","Standardized data"
"FBS","New Food Balances","133","Mali","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","18512.43","S","Standardized data"
"FBS","New Food Balances","134","Malta","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","437.93","S","Standardized data"
"FBS","New Food Balances","136","Mauritania","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4282.57","S","Standardized data"
"FBS","New Food Balances","137","Mauritius","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1264.5","S","Standardized data"
"FBS","New Food Balances","138","Mexico","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","124777.32","S","Standardized data"
"FBS","New Food Balances","141","Mongolia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","3113.79","S","Standardized data"
"FBS","New Food Balances","273","Montenegro","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","627.56","S","Standardized data"
"FBS","New Food Balances","143","Morocco","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","35581.25","S","Standardized data"
"FBS","New Food Balances","144","Mozambique","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","28649.02","S","Standardized data"
"FBS","New Food Balances","28","Myanmar","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","53382.52","S","Standardized data"
"FBS","New Food Balances","147","Namibia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","2402.63","S","Standardized data"
"FBS","New Food Balances","149","Nepal","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","27632.68","S","Standardized data"
"FBS","New Food Balances","150","Netherlands","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","17021.35","S","Standardized data"
"FBS","New Food Balances","153","New Caledonia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","277.15","S","Standardized data"
"FBS","New Food Balances","156","New Zealand","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4702.03","S","Standardized data"
"FBS","New Food Balances","157","Nicaragua","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","6384.85","S","Standardized data"
"FBS","New Food Balances","158","Niger","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","21602.38","S","Standardized data"
"FBS","New Food Balances","159","Nigeria","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","190873.24","S","Standardized data"
"FBS","New Food Balances","154","North Macedonia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","2082","S","Standardized data"
"FBS","New Food Balances","162","Norway","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","5296.33","S","Standardized data"
"FBS","New Food Balances","221","Oman","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4665.93","S","Standardized data"
"FBS","New Food Balances","165","Pakistan","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","207906.21","S","Standardized data"
"FBS","New Food Balances","166","Panama","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4106.77","S","Standardized data"
"FBS","New Food Balances","169","Paraguay","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","6867.06","S","Standardized data"
"FBS","New Food Balances","170","Peru","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","31444.3","S","Standardized data"
"FBS","New Food Balances","171","Philippines","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","105172.93","S","Standardized data"
"FBS","New Food Balances","173","Poland","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","37953.18","S","Standardized data"
"FBS","New Food Balances","174","Portugal","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","10288.53","S","Standardized data"
"FBS","New Food Balances","117","Republic of Korea","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","51096.42","S","Standardized data"
"FBS","New Food Balances","146","Republic of Moldova","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","4059.68","S","Standardized data"
"FBS","New Food Balances","183","Romania","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","19653.97","S","Standardized data"
"FBS","New Food Balances","185","Russian Federation","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","145530.08","S","Standardized data"
"FBS","New Food Balances","184","Rwanda","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","11980.96","S","Standardized data"
"FBS","New Food Balances","188","Saint Kitts and Nevis","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","52.05","S","Standardized data"
"FBS","New Food Balances","189","Saint Lucia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","180.95","S","Standardized data"
"FBS","New Food Balances","191","Saint Vincent and the Grenadines","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","109.83","S","Standardized data"
"FBS","New Food Balances","244","Samoa","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","195.35","S","Standardized data"
"FBS","New Food Balances","193","Sao Tome and Principe","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","207.09","S","Standardized data"
"FBS","New Food Balances","194","Saudi Arabia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","33101.18","S","Standardized data"
"FBS","New Food Balances","195","Senegal","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","15419.35","S","Standardized data"
"FBS","New Food Balances","272","Serbia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","8829.63","S","Standardized data"
"FBS","New Food Balances","197","Sierra Leone","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","7488.42","S","Standardized data"
"FBS","New Food Balances","199","Slovakia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","5447.9","S","Standardized data"
"FBS","New Food Balances","198","Slovenia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","2076.39","S","Standardized data"
"FBS","New Food Balances","25","Solomon Islands","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","636.04","S","Standardized data"
"FBS","New Food Balances","202","South Africa","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","57009.76","S","Standardized data"
"FBS","New Food Balances","203","Spain","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","46647.43","S","Standardized data"
"FBS","New Food Balances","38","Sri Lanka","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","21128.03","S","Standardized data"
"FBS","New Food Balances","276","Sudan","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","40813.4","S","Standardized data"
"FBS","New Food Balances","207","Suriname","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","570.5","S","Standardized data"
"FBS","New Food Balances","210","Sweden","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","9904.9","S","Standardized data"
"FBS","New Food Balances","211","Switzerland","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","8455.8","S","Standardized data"
"FBS","New Food Balances","208","Tajikistan","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","8880.27","S","Standardized data"
"FBS","New Food Balances","216","Thailand","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","69209.81","S","Standardized data"
"FBS","New Food Balances","176","Timor-Leste","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1243.26","S","Standardized data"
"FBS","New Food Balances","217","Togo","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","7698.47","S","Standardized data"
"FBS","New Food Balances","220","Trinidad and Tobago","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","1384.06","S","Standardized data"
"FBS","New Food Balances","222","Tunisia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","11433.44","S","Standardized data"
"FBS","New Food Balances","223","Turkey","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","81116.45","S","Standardized data"
"FBS","New Food Balances","213","Turkmenistan","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","5757.67","S","Standardized data"
"FBS","New Food Balances","226","Uganda","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","41166.59","S","Standardized data"
"FBS","New Food Balances","230","Ukraine","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","44487.71","S","Standardized data"
"FBS","New Food Balances","225","United Arab Emirates","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","9487.2","S","Standardized data"
"FBS","New Food Balances","229","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","66727.46","S","Standardized data"
"FBS","New Food Balances","215","United Republic of Tanzania","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","54660.34","S","Standardized data"
"FBS","New Food Balances","231","United States of America","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","325084.76","S","Standardized data"
"FBS","New Food Balances","234","Uruguay","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","3436.64","S","Standardized data"
"FBS","New Food Balances","155","Vanuatu","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","285.51","S","Standardized data"
"FBS","New Food Balances","236","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","29402.48","S","Standardized data"
"FBS","New Food Balances","237","Viet Nam","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","94600.65","S","Standardized data"
"FBS","New Food Balances","249","Yemen","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","27834.82","S","Standardized data"
"FBS","New Food Balances","251","Zambia","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","16853.6","S","Standardized data"
"FBS","New Food Balances","181","Zimbabwe","511","Total Population - Both sexes","2501","Population","2017","2017","1000 persons","14236.59","S","Standardized data"
